,info,ticker
89," Công ty Cổ phần Tập đoàn Đức Long Gia Lai tiền thân là Xí nghiệp Tư doanh Đức Long Gia Lai, được thành lập năm 1995. Lĩnh vực kinh doanh chính hiện tại của công ty bao gồm sản xuất và kinh doanh linh kiện điện tử, đầu tư xây dựng cơ sở hạ tầng, kinh doanh bất động sản và các sản phẩm nông nghiệp. Hiện tại lĩnh vưc sản xuất linh kiện điện tử đang là ngành chiến lược của công ty với nhiều thương vụ M&A các công ty từ Mỹ, Nhật Bản. Các đối tác của DLG có thể kể đến như Samsung, LG, Huyndai, Panasonic, Canon,.. DLG là đơn vị được Chính phủ lựa chọn làm nhà đầu tư thi công tuyến đường cao tốc Quốc lộ 1 và Quốc lộ 14 theo hình thức BOT, BT,PPP. DLG hiện nắm trong tay 4 trạm thu phí BOT trên gần 150 Km đường Quốc lộ 14 với thời gian thu phí trên 20 năm. DLG được niêm yết và giao dịch tại Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE) từ năm 2010.  ",DLG
90," Công ty Cổ phần Xuất nhập khẩu Y tế Domesco (DMC) tiền thân là Trạm vật tư y tế thành lập năm 1980. Năm 2004 công ty chuyển sang hoạt động theo mô hình cổ phần. Dược phẩm Domesco chuyên sản xuất, kinh doanh xuất nhập khẩu các loại dược phẩm và là nhà sản xuất hàng đầu Việt Nam về thuốc tim mạch và nội tiết. Dược phẩm Domesco là một trong số ít các công ty đạt chuẩn GMP- WHO, GSP, GLP đầu tiên của Việt Nam. Công ty hiện đang vận hành 5 nhà máy sản xuất gồm 3 nhà máy sản xuất thuốc hóa dược (nhóm kháng sinh chứa beta lactam gồm penicillin, cephalosporin và nhóm non-beta lactam), 1 nhà máy chiết xuất và sản xuất thuốc có nguồn gốc dược liệu và 1 nhà máy sản xuất thực phẩm bảo vệ sức khỏe. Cả 5 nhà máy sản xuất thuốc của Công ty đều đạt tiêu chuẩn GMP-WHO, GSP và GLP. Dược phẩm Domesco có 348 sản phẩm dược và 47 sản phẩm thực phẩm đã được cấp phép lưu hàng trên cả nước. Các sản phẩm được chia làm 3 nhóm: hóa dược, dược liệu và dinh dưỡng. Sản phẩm của Domesco được tiêu thụ trên khắp cả nước và xuất khẩu sang Nhật, HongKong, Lao, Campuchia, Philippines. Cổ phiếu DMC được niêm yết tại Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE) từ 2006.   ",DMC
91,"Công ty Cổ phần Tập đoàn Đạt Phương (DPG) có tiền thân là Công ty Cổ phần Xây dựng và Vận tải Đạt Phương, được thành lập vào năm 2002. Công ty hoạt động chính trong lĩnh vực đầu tư xây lắp các công trình giao thông và thủy điện. Bên cạnh đó, DPG còn tham gia kinh doanh bán điện, vật liệu xây dựng và cho thuê máy móc thiết bị ngành xây dựng. DPG đã thi công nhiều dự án quy mô lớn như Cầu An Nghĩa, Cầu Thủ Thiêm,Cầu Đò Lèn, Cầu Bến Thủy II, Cầu Cửa Đại. DPG đã hoàn thành việc đầu tư và thi công xây lắp Nhà máy Thủy điện Sông Bung 6 với tổng công suất 30MW vào năm 2010, thực hiện đầu tư xây dựng công trình thủy điện Sơn Trà 1 với công suất 60MW. DPG niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 05/2018. ",DPG
92,"Tổng Công ty Phân bón và Hóa chất Dầu khí (DPM) có tiền thân là Công ty Phân đạm và Hóa chất Dầu khí được thành lập vào năm 2003. Công ty có Nhà máy đạm Phú mỹ đặt tại KCN Phú mỹ 1 - Bà rịa, vũng tàu. Nhà máy có tổng VĐT là 370 triệu USD với diện tích 63 ha sử dụng công nghệ của hãng Haldor Topsoe (Đan Mạch) để sản xuất Amôniắc (công suất 1.350 tấn/ngày) và công nghệ của hãng Snamprogetti (Italy) để sản xuất urê (công suất 2.200 tấn/ngày). Lĩnh vực hoạt động kinh doanh chính của Công ty là sản xuất phân đạm (với công suất 800 ngàn tấn đạm/năm). Ngoài ra công ty còn kinh doanh amôniắc lỏng (với công suất 96 ngàn tấn axit/năm) và điện dư (Công nghệ sản xuất của nhà máy Đạm Phú Mỹ cho phép tạo ra sản phẩm điện, không những cung ứng đủ yêu cầu cho bản thân nhà máy sản xuất mà còn tạo ra điện thương phẩm bán cho tập đoàn EVN). Sản lượng Đạm Phú Mỹ đáp ứng khoảng 40% nhu cầu phân đạm trong nước. Ngày 05/11/2007, DPM chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",DPM
93," Công ty Cổ phần Cao su Đồng Phú (DPR) có tiền thân là Đồn điền Thuận Lợi của Công ty Michelin – Pháp, được hình thành vào năm 1927. Công ty hoạt động chính trong lĩnh vực trồng trọt, khai thác, chế biến và kinh doanh cao su. DPR chính thức hoạt động theo hình thức công ty cổ phần từ năm 2006. Công ty hiện có 06 nông trường cao su với tổng diện tích là 9.817,86 ha cao su và 02 Nhà máy chế biến mủ cao su với tổng công suất 22.000 tấn/năm. Sản phẩm cao su của Công ty được tiêu thụ ở các nước châu Âu (như Pháp, Bỉ, Hà Lan, Anh, Tây Ban Nha, Slovakia, …) Hàn quốc, Trung quốc, Mỹ, … thông qua các khách hàng truyền thống như SMTP (Michelin), Saficalcan (Pháp), Tae Young (Hàn Quốc) và các công ty khác trong nước. DPR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.  ",DPR
94,"Công ty Cổ phần Tập đoàn Điện Quang (DQC) được thành lập từ năm 1973. Đến năm 2005, công ty chuyển sang hoạt động dưới hình thức công ty cổ phần. Công ty hoạt động chủ yếu trong lĩnh vực chiếu sáng, thiết bị điện và đồ gia dụng. Điện Quang đang là doanh nghiệp duy nhất của ngành chiếu sáng được Chính phủ công nhận là Thương hiệu Quốc gia. Hiện tại, công ty đang vận hành 5 nhà máy, xí nghiệp sản xuất tại Bình Dương, Hải Dương và Đồng Nai. Các sản phẩm của công ty đã được phân phối trên khắp cả nước và xuất khẩu đến 30 quốc gia và vùng lãnh thổ. DQC chính thức được niêm yết và giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2008.    ",DQC
95," Công ty Cổ phần Cao su Đà Nẵng (DRC) tiền thân là Xưởng đắp vỏ xe ô tô thành lập năm 1975. Năm 2006 công ty chuyển sang hoạt động theo mô hình cổ phần. Công ty chuyên sản xuất, kinh doanh, xuất nhập khẩu các loại sản phẩm và vật tư thiết bị cho ngành công nghiệp cao su với sản phẩm chính là các loại săm lốp cao su ôtô, xe đạp và các loại săm lốp chuyên dụng khác. Dây chuyền sản xuất của công ty hiện tại có công suất: lốp ô tô đạt 589.000 bộ/năm; lốp xe đạp đạt 4.300.000 bộ/năm; lốp ô tô đặc chủng đạt 800 bộ/năm. Công ty có hơn trên 75 đại lý phân bổ đều khắp trên 64 tỉnh thành. Hầu hết các công trình trọng điểm quốc gia (thủy điện Sơn La, Bản Vẽ, Sông Ba Hạ, Bun Cốp, Blây Krông, Sena Máng 3, Công trình khai thác quặng bô xít ở Lâm Đồng) đều sử dụng các sản phẩm săm lốp ô tô của công ty. Sản phẩm của công ty được xuất khẩu sang hơn 35 nước như Ấn Độ, Argentina, Hồng Kông, Indonesia, Singapore, Brazil, Chile. DRC được niêm yết tại HOSE từ ngày 29/12/2006.  ",DRC
96," Công ty Cổ phần DRH Holdings (DRH) có tiền thân là Công ty Cổ phần Xây dựng Thương mại Căn Nhà Mơ Ước được thành lập năm 2006. Hoạt động kinh doanh chính của công ty là hoạt động môi giới, phân phối bất động sản, kinh doanh vật liệu xây dựng và phát triển hạ tầng khu công nghiệp. Hiện tại, thị trường chủ yếu của công ty là Thành phố Hồ Chí Minh và các khu vực lân cận. Một số dự án của công ty bao gồm D-Vela Residences, Aurora Residences, Central Garden, Symbio Garden, Khu công nghiệp KSB,... Năm 2010, DRH được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).   ",DRH
97,"Công ty Cổ phần Thủy điện – Điện lực 3 (DRL) được thành lập ngày 20/11/2003. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh điện. Hiện công ty đang quản lý và vận hành nhà máy Thủy điện Đrây H’Linh 2 tại Đăk Lăk, sản xuất điện thương phẩm để cung cấp trực tiếp và duy nhất cho Tổng Công ty Điện lực miền Trung (CPC). Địa bàn kinh doanh của công ty bao gồm hai tỉnh Đăk Nông và Đăk Lăk. DRL chính thức được giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2012. ",DRL
98,"Công ty Cổ phần Công viên nước Đầm Sen (DSN) có tiền thân là Công ty TNHH Công viên Nước Đầm Sen được thành lập và đi vào hoạt động vào năm 1998. Công ty chủ yếu cung cấp dịch vụ giải trí, vui chơi thể thao dưới nước. Từ năm 2003, DSN chuyển sang hoạt động theo mô hình Công ty cổ phần. Công ty được xem là một trong những công ty đầu tiên cung cấp dịch vụ vui chơi giải trí và thể thao dưới nước tại Việt Nam theo tiêu chuẩn Châu Âu. Hiện tại, DSN đang quản lý và điều hành Công viên Nước Đầm Sen và Công viên Khủng long. DSN được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán thành phố Hồ Chí Minh (HOSE) từ năm 2010. ",DSN
99,"Công ty Cổ phần Đệ Tam (DTA) được thành lập năm 2003. Công ty hoạt động kinh doanh trong các mảng đầu tư kinh doanh, môi giới bất động sản, sản xuất và kinh doanh vật liệu xây dựng. Trong đó hoạt động chính là đầu tư phát triển dự án bất động sản và kinh doanh sản phẩm bất động sản mà công ty đã phát triển. Thị trường kinh doanh chủ yếu của công ty là khu vực tỉnh Đồng Nai, thành phố Hồ Chí Minh, Phú Quốc và Bình Dương. Hiện nay công ty đang thực hiện đầu tư các dự án lớn như khu đô thị DETACO, khu biệt thự DETACO Phú Quốc, cụm cao ốc và khu trung tâm thương mại DETACO Tân Phú. DTA được niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010. ",DTA
100," Công ty Cổ phần Đạt Thiên Lộc (DTL) tiền thân là công ty TNHH Thép Đại Thiên Lộc được thành lập năm 2001. Công ty được cổ phần hóa năm 2007. Hoạt động kinh doanh chính của công ty là sản xuất và kinh doanh các sản phẩm thép như tôn mạ kẽm, tôn mạ màu, thép tấm, thép hình. Hiện tại công ty có 7 chi nhánh và 500 đại lý phân phối sản phẩm trên toàn quốc. Sản phẩm của công ty được xuất khẩu sang các khu vực Asean, Tây Á, Bắc Á, Trung Đông, Châu Phi. Năm 2008, Công ty đã đầu tư xây dựng Khu Liên hợp sản xuất Thép Đại Thiên Lộc với diện tích 105.285 m2 tại khu công nghiệp Sóng Thần 3 tỉnh Bình Dương. Công ty chủ yếu bán ở thị trường nội địa trong đó Đông Nam Bộ (59%), miền Bắc (18,9%). DTL chính thức được niêm yết trên sàn Chứng khoán thành phố Hồ Chí Minh từ tháng 8/2010   ",DTL
101,"Công ty Cổ phần Kỹ nghệ Đô Thành (DTT) thành lập năm 1994 trên cơ sở sáp nhập Xí nghiệp Quốc doanh Nhựa 2 và Xí nghiệp Quốc doanh Nhựa 5. Năm 2004, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần. DTT cung cấp 3 nhóm sản phẩm chính: sản phẩm nhựa công nghiệp kỹ thuật, sản phẩm bao bì rỗng và sản phẩm khuôn mẫu dùng trong ngành nhựa. Khách hàng của công ty hầu hết là những nhà sản xuất nổi tiếng như Tribeco, Bia Sài Gòn, Pepsi, Maggi, Coca Cola v.v. Công ty xuất khẩu gián tiếp qua công ty Vietecfood (cho tập đoàn Massan vào thị trường Châu Âu), Công ty xuất nhập khẩu Gilimex. Xuất khẩu trực tiếp cho tập đoàn Parson (tập đoàn có hệ thống siêu thị tại khu vực Châu Âu). Các thị trường hiện có ở nước ngoài như Mỹ, Nhật, ASEAN, và một số thị trường sẽ khai thác như Châu Âu, Trung Đông,...Ngày 22/12/2006, DTT chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",DTT
102,"Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ được thành lập năm 2002 trên cơ sở quyết định của Tổng Giám đốc Tổng Công ty Hàng Hải Việt Nam. Hoạt động chủ yếu của công ty là hoạt động khai thác cảng biển và xếp dỡ hàng hóa, chiếm 90% tổng doanh thu hàng năm. Cảng Đình Vũ có vị trí địa lý thuận lợi, nằm trong khu công nghiệp Đình Vũ, một khu vực trọng điểm kinh tế có tốc độ phát triển nhanh chóng của Hải Phòng. Cảng là đầu mối đưa đón hàng xuất nhập khẩu của các doanh nghiệp trong khu công nghiệp. DVP được niêm yết trên sàn Chứng khoán thành phố Hồ Chí Minh (HOSE) từ 2009. ",DVP
103,"Công ty Cổ phần Tập đoàn Đất Xanh (DXG) tiền thân là Công ty TNHH Dịch vụ và Xây dựng Địa ốc Đất Xanh được thành lập năm 2003. Công ty chuyển đổi sang hoạt động theo mô hình tập đoàn năm 2011 và được niêm yết giao dịch trên sàn HOSE năm 2009. Trải qua hơn 10 năm hình thành và phát triển, Công ty Cổ phần Dịch vụ và Xây dựng Địa ốc Đất Xanh đã trở thành một trong những công ty phát triển nhanh trong lĩnh vực đầu tư và kinh doanh bất động sản tại Việt Nam, là đơn vị dẫn đầu toàn quốc về phân phối đất dự án, căn hộ. Hiện tại công ty có hệ thống phân phối hàng đầu Việt Nam với hệ thống các chi nhánh, công ty thành viên, công ty liên kết, công ty liên doanh hoạt động trên khắp cả nước. Công ty có nhiều dự án tiêu biểu, trong đó dự án ""Sunview Town"" của Công ty được bình chọn ""Top 3 khu căn hộ tốt nhất Việt Nam"" (theo công bố giải thưởng South East Asia Property Awards 2014) do tạp chí Property Report bình chọn. ",DXG
104,"Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh (DXS) được thành lập 21/07/2011. Công ty là đơn vị nắm giữ mảng dịch vụ bất động sản của Tập đoàn Đất Xanh, bao gồm quản trị xuyên suốt hoạt động của hệ thống các công ty bất động sản từ Bắc vào Nam. DXS là một trong những công ty môi giới bất động sản lớn nhất Việt Nam, đã phân phối hơn 130 ngàn sản phẩm từ 500 dự án của 200 Chủ đầu tư. Công ty đang sở hữu hơn 7,5 triệu dữ liệu khách hàng và đã bán sản phẩm cho hơn 100.000 khách hàng. Hiện nay, DXS dẫn đầu trong lĩnh vực phân phối, môi giới bất động sản với hơn 30% thị phần trên cả nước. Ngày 15/07/2021, DXS giao dịch trên sàn HNX. ",DXS
105,"Công ty xi măng vật liệu xây dựng xây lắp Đà Nẵng (DXV) tiền thân là Công ty Vật tư xây dựng số 2 được thành lập theo quyết định số 503/BXD-TCCB ngày 28/10/1975 của Bộ Xây dựng. Công ty được chuyển đổi sang mô hình cổ phần năm 2007. Họat động sản xuất kinh doanh chủ yếu của Công ty là kinh doanh các loại xi măng với các thương hiệu nổi tiếng do các đơn vị sản xuất xi măng trực thuộc Tổng công ty xi măng sản xuất như: Hoàng Thạch, Bỉm Sơn, Bút Sơn, Hoàng Mai….với doanh thu hàng năm hơn 1000 tỷ đồng và chiếm hơn 90% tổng doanh thu của toàn công ty. Ngoài ra công ty còn sản xuất các loại gạch nung quy tiêu chuẩn với sản lượng hàng năm đạt hơn 30 triệu viên QTC/năm, sản xuất vỏ bao xi măng đạt hơn 20 triệu vỏ bao/năm. Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng là đơn thành viên thuộc Tổng công ty xi măng Việt Nam với chức năng và nhiệm vụ chính là kinh doanh các loại xi măng của Tổng công ty trên thị trường Miền Trung và Tây Nguyên, là đơn vị chủ lực của Tổng công ty về kinh doanh xi măng tại khu vực Miền Trung và Tây Nguyên. Ngày 26/02/2008, DXV chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",DXV
106,"Ngân hàng TMCP Xuất nhập khẩu Việt Nam (EIB) được thành lập vào năm 1989. Ngân hàng hoạt động trong lĩnh vực huy động và kinh doanh vốn, và cung cấp các dịch vụ tài chính liên quan. EIB là ngân hàng đầu tiên tại Việt Nam phát hành thẻ ghi nợ quốc tế Visa Debit. EIB được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009. So với cùng kỳ, năm 2022 Biên lãi thuần (NIM) ở mức 3.32%, tăng 1.06%. Tỷ lệ nợ xấu ở mức 1.8%, giảm 0.16%. Tỷ lệ bao phủ nợ xấu ở mức 55.8%, giảm 5.01%. Lợi nhuận sau thuế công ty mẹ đạt 2945.75 tỷ đồng, tăng 205.12%. Tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) ở mức 15.4%, tăng 9.82% ",EIB
107," Công ty Cổ phần Công nghệ - Viễn thông ELCOM (ELC) tiền thân là Công ty trách nhiệm hữu hạn Đầu tư Phát triển Công nghệ điện tử - viễn thông được thành lập năm 1995. ELC chính thức chuyển đổi hoạt động theo mô hình công ty cổ phần từ năm 2003. Công ty hiện là nhà cung cấp các sản phẩm phần mềm và hệ thống cho các nhà cung cấp dịch vụ mạng, cung cấp các giải pháp chìa khóa trao tay và các dịch vụ kỹ thuật cho ngành Viễn thông và An ninh. Hoạt động của công ty bao hồm hoạt động thương mại đại lý, sản xuất phần mềm và tích hợp phần mềm. Ngoài ra công ty đang sở hữu một số dự án bất động sản và khai khoáng có giá trị cao. Công ty là đơn vị đầu tiên tại Việt Nam cũng như trên thế giới nghiên cứu thành công trong việc đưa ra giải pháp hệ thống hội nghị truyền hình qua công nghệ nén MPEG, cũng như các giải pháp hội nghị truyền hình trên nền 3G. Các đối thủ cạnh tranh lớn của công ty là Huawei, ZTE (Trung Quốc), NEO, FPT, Siseo (Mỹ). ELC được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010.  ",ELC
108," Công ty Cổ phần Everpia (EVE) có tiền thân là Chi nhánh Công ty TNHH Viko Moolsan (Hàn Quốc) được thành lập vào năm 1993. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh kinh doanh sản phẩm chăn - ga - gối - đệm và bông tấm tại thị trường Việt Nam. EVE chính thức hoạt động theo mô hình công ty cổ phần từ tháng 04/2007. EVE giữ vị trí dẫn đầu về thị phần trong ngành hàng chăn ga gối đệm và ngành hàng bông tấm tại thị trường Việt Nam. Công ty hiện quản lý vận hành 03 nhà máy sản xuất tại Hà Nội, Hưng Yên và Đồng Nai với tổng công suất 25 triệu yard bông tấm/năm thuộc các thương hiệu: Dexfil, Everfil, Microfiber, Solarball, Solarfil, 04 triệu sản phẩm chăn – ga - gối - đệm/năm thuộc các thương hiệu: Everon, Artemis, Everon Lite, Kingkoil, và 15 triệu sản phẩm khăn với thương hiệu: Everon Home Decor. EVE được niêm yết trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010.      ",EVE
109,"Công ty Tài chính Cổ phần Điện lực (EVF) được thành lập vào tháng 07/2008. Công ty hoạt động trong lĩnh vực i) Huy động vốn, (ii) Cho vay ngắn hạn, trung hạn và dài hạn, (iii) Chiết khấu thương phiếu, trái phiếu và giấy tờ có giá. EVF trở thành công ty đại chúng từ tháng 09/2008. Công ty đóng vai trò là đầu mối thu xếp vốn, quản trị vốn cho các dự án điện thuộc Tập đoàn Điện lực Việt Nam và các đơn vị thành viên, đồng thời cung cấp các sản phẩm dịch vụ tài chính cho các đơn vị trong ngành điện và các đơn vị thuộc các thành phần kinh tế khác. Tính đến thời điểm 31/12/2022, Tổng tài sản của Công ty đạt 42.197 tỷ đồng tăng 30% so với cùng kỳ năm trước. Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân và tỷ suất lợi nhuận trên tổng tài sản bình quân lần lượt ở mức 8,8% và 0,97%. Ngày 12/01/2022, EVF giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",EVF
110,"Công ty Cổ phần Tập đoàn Everland (EVG) có tiền thân là Công ty Cổ phần Đầu tư Everland được thành lập vào năm 2009. Công ty hoạt động trong lĩnh vực kinh doanh kinh doanh nhập khẩu phân phối vật liệu xây dựng, thi công xây dựng hoàn thiện công trình, kinh doanh đầu tư bất động sản và kinh doanh thương mại khác. EVG được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2017. EVG đã cung cấp vật tư và thi công hoàn thiện nhiều công trình lớn như: Văn phòng làm việc của Nhà máy điện tử Samsung tại tỉnh Thái Nguyên; Tòa nhà Lotte Center Hà Nội tại đường Đào Tấn, quận Ba Đình, Hà Nội; Nhà ga Quốc tế T2 Sân bay Nội Bài, Hà Nội; Trụ sở làm việc của Vietcombank tại Tòa nhà Vietcombank Tower tại số 5 Công trường Mê Linh, Phường Bến Nghé, Quận 1, TP. HCM; Tòa nhà Sunsquare Lê Đức Thọ, Hà Nội. Bên cạnh đó, Công ty đã tham gia môi giới và phân phối sản phẩm cho rất các dự án như: Dự án Khu đô thị Lê Trọng Tấn-Geleximco, Dự án Khu đô thị Nam An Khánh-Sudico, Dự án Khu đô thị Xuân Phương-Viglacera, Dự án Times City, Dự án 19 Văn Phú Victoria… ",EVG
111,"Công ty Cổ phần Khoáng sản FECON (FCM) có tiền thân là Công ty TNHH Cọc bê tông dự ứng lực FECON được thành lập năm 2007. Năm 2010 công ty chuyển đổi sang hoạt động theo mô hình công ty cổ phần. Công ty là nhà sản xuất cọc bê tông ly tâm dự ứng lực mang thương hiệu FECON Pile có đường kính lớn nhất miền Bắc từ 300mm đến 1.200mm với 2 dây chuyền sản xuất đạt 4.000m dài/ngày. Sản phẩm FECON Pile hiện đang chiếm khoảng 30% thị phần cung cấp cọc của toàn thị trường miền Bắc. Các sản phẩm của Công ty đã được ứng dụng ở nhiều công trình lớn cấp quốc gia như Nhà máy lọc dầu Dung Quất, nhà máy Khí điện đạm Cà Mau, nhà máy khi điện Nhơn Trạch 1, Khu đô thị Phú Mỹ Hưng, hệ thống siêu thị Metro trên toàn quốc và các cảng Cái Lân, Hải Phòng, Tiên Sa, Sài Gòn. ",FCM
112,"Công ty Cổ phần FECON (FECON) có tiền thân là Công ty Cổ phần Kỹ thuật nền móng và Công trình ngầm FECON được thành lập vào năm 2004. Công ty hoạt động chính trong lĩnh vực thi công xây dựng nền móng và công trình ngầm phục vụ xây dựng nhà cao tầng, công trình công nghiệp, công trình giao thông, công trình thủy lợi, thi công hạ tầng kỹ thuật khu công nghiệp và đô thị. FECON được ghi nhận là nhà thầu chuyên nghiệp hàng đầu Việt Nam về kỹ thuật nền móng công trình, với hàng loạt công nghệ sản xuất, thi công mang tính đột phá và hiệu quả cao. FECON đã tham gia tại hơn 500 dự án triển khai trên toàn quốc, trong đó có nhiều dự án FDI lớn và trọng điểm quốc gia như: Nhà máy gang thép Formosa (Hà Tĩnh), Tổ hợp khu công nghệ cao Samsung (Thái Nguyên), Nhà máy sản xuất, lắp ráp sản phẩm điển tử công nghệ cao LG (Hải Phòng), Nhà máy lọc hóa dầu Nghi Sơn...với tư cách là nhà thầu chủ đạo các hạng mục nền móng. FECON chính thức niêm yết và giao dịch trên sàn giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 7 năm 2012. ",FCN
113,"Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh (FIDECO) được thành lập năm 1989, với tiền thân là Công ty Phát triển Thủy hải sản Thành phố Hồ Chí Minh. Công ty được cổ phần hóa vào năm 1993. FDC hoạt động chủ yếu trong lĩnh vực Cho thuê bất động sản, thiết kế, thi công hợp đồng xây dựng và kinh doanh khách sạn, trung tâm thương mại. Hiện tại, công ty đang thực hiện cho thuê 2 công trình là văn phòng 28 Phùng Khắc Khoan và Cao ốc Fideco Riverview. Trong lĩnh vực bất động sản, công ty có các dự án tiêu biểu là: Dự án Fideco Riverview Thảo Điền, cao ốc FIDECO, khu đô thị thương mại dịch vụ và dân cư Đông Bình Dương, khu nhà ở Bình Trưng Đông. Năm 2010, FDC chính thức được niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh. ",FDC
114,"Công ty Cổ phần Địa ốc First Real (FIR) được thành lập vào năm 2014. Công ty hoạt động trong lĩnh vực kinh doanh phân phối, đầu tư và môi giới bất động sản. Công ty tập trung phát triển, hoạt động kinh doanh bất động sản tại các thị trường: Đà Nẵng, Quảng Nam, Quảng Bình, Phú Yên. Một số dự án FIR tham gia đầu tư, phân phối có thể kể đến khu biệt thự cao cấp La Rivière Quảng Bình, khu đô thị Riverview Quảng Nam, khu đô thị xanh- thông minh FPT city Đà Nẵng. FIR trở thành công ty đại chúng từ tháng 06/2018. Tháng 10/2018, FIR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",FIR
115,"Công ty Cổ phần Tập đoàn F.I.T (FIT) có tiền thân là Công ty Cổ phần Đầu tư F.I.T được thành lập vào năm 2007. Tập đoàn F.I.T hoạt động chính trong lĩnh vực tư vấn đầu tư và trực tiếp tham gia đầu tư cổ phiếu, trái phiếu, đầu tư vào công ty con, công ty liên kết, đầu tư phát triển và kinh doanh bất động sản. FIT tham gia vào các lĩnh vực dược phẩm, trang thiết bị y tế, thực phẩm, ngành hàng tiêu dùng, nông nghiệp thông qua hệ thống các công ty con và công ty liên kết trực thuộc. FIT được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2015. ",FIT
116," Công ty Cổ phần Thực phẩm Sao Ta (FMC) thành lập năm 1996, năm 2003 chuyển sang hoạt động theo mô hình cổ phần, năm 2006 cổ phiếu của công ty niêm yết và giao dịch tại HOSE. Hoạt động kinh doanh chính là Chế biến và xuất khẩu các sản phẩm từ tôm chiếm hơn 96 % doanh thu. Các sản phẩm chính của công ty là Tôm tươi, Tôm Nobashi, Tôm tẩm bột, tôm hấp trong đó tôm tươi chiếm tỉ trọng lớn nhất, 37,02%, sau đó là tôm Nobashi 27,13%, với thị trường tiêu thụ truyền thống là Nhật và Mỹ. Hiện FMC đang mở rộng và khôi phục lại các thị trường EU, Nga và Hàn Quốc.  ",FMC
117,"Công ty Cổ phần FPT (FPT) có tiền thân là Công ty Công nghệ Thực phẩm được thành lập năm 1988.  Công ty hoạt động chính trong lĩnh vực phần mềm, công nghệ thông tin, tích hợp hệ thống, viễn thông, và giáo dục đào tạo. FPT chính thức hoạt động theo mô hình công ty cổ phần từ năm 2002. FPT sở hữu hơn 100 giải pháp phần mềm được cấp bản quyền trong các lĩnh vực chuyên biệt, mạng lưới hạ tầng internet phủ rộng khắp tới 59/63 tỉnh thành của cả nước. FPT tham gia vào lĩnh vực giáo dục đào tạo thông qua Trường Đại học FPT, Trường Đại học Trực tuyến FUNiX - trường đại học trực tuyến đầu tiên của Việt Nam. Bên cạnh đó, Công ty đầu tư vào các công ty liên kết trong lĩnh vực phân phối bán lẻ các sản phẩm công nghệ, chứng khoán và quản lý quỹ đầu tư. Trên lĩnh vực viễn thông, FPT năm trong TOP 3 nhà cung cấp dịch vụ internet hàng đầu Việt Nam. FPT được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 12/2006. ",FPT
